sample_token,scene_token,timestamp,cam_front_path,visualization_path,derived_action,reviewed_action,label_correct,trajectory_alignment_correct,agent_alignment_correct,safety_score_reasonable,error_type,review_note,label_rule_version,safety_rule_version,split,action_confidence,selection_reason,has_vru,safety_status,safety_score,safety_penalty,boundary_flags,uncertainty_reason,nearby_agent_count,trajectory_points,trajectory_delta_x_m,trajectory_delta_y_m,trajectory_path_length_m,approx_delta_speed_mps
61d47d1198184bfdaa6777e9448d825d,c5224b9b454b4ded9b5d2d2634bbda8a,1538448755548316,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448755512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/61d47d1198184bfdaa6777e9448d825d_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,12,7,35.32289079091472,-0.144913794,35.32392684140243,-0.339694151
639a4120779f44bb9cf41be3e8612e36,c5224b9b454b4ded9b5d2d2634bbda8a,1538448752549040,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448752512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/639a4120779f44bb9cf41be3e8612e36_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,11,7,36.000240182336384,-0.449663765,36.00325302675022,0.14876188797522083
6b7487db4612438db7d446e2832a9e2e,2fc3753772e241f2ab2cd16a784cc680,1535657113148632,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657113112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/6b7487db4612438db7d446e2832a9e2e_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,14,7,5.98570858805508,-0.141451453,5.98780777851921,-1.622472656
6d5d0e60cbf4429d8b6cfa055924e5ca,c5224b9b454b4ded9b5d2d2634bbda8a,1538448745547460,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/6d5d0e60cbf4429d8b6cfa055924e5ca_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,16,7,37.7448944239524,-0.269597706,37.74596609542259,-0.693530161
6e004695af1549c398a52b5c95e22060,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385104949764,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385104912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/6e004695af1549c398a52b5c95e22060_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,59,7,25.15362443713235,-0.627539473,25.16215953933582,0.2525867390263379
73ccc9c10a3547849b8ff130d50bac98,2fc3753772e241f2ab2cd16a784cc680,1535657124648599,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/73ccc9c10a3547849b8ff130d50bac98_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,15,7,-0.000120535,-0.000420066,0.0004740231052085542,-0.000112559
73e2b7fb98ef41aface277a968d65941,2fc3753772e241f2ab2cd16a784cc680,1535657118149616,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657118112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/73e2b7fb98ef41aface277a968d65941_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,15,7,-0.001613666,-0.003287146,0.00412070345306791,-0.002581483
73eb876167f4419a9a6ec1a601abdcaf,2fc3753772e241f2ab2cd16a784cc680,1535657114648261,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657114612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/73eb876167f4419a9a6ec1a601abdcaf_one_page.png,keep,decelerate,no,yes,yes,not_available,keep_vs_decelerate_confusion,The forward distance is greater than 1 meter and approx_delta_speed_mps is less than -1.,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,low,rule_boundary_sample,not_available,not_available,not_available,not_available,insufficient_forward_displacement,keep_vs_decelerate_ambiguity,13,7,2.8120932520088755,-0.099465042,2.8141742095829874,-1.858184065
79937d5eae1d450499677a0dcffa210c,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385095949554,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/79937d5eae1d450499677a0dcffa210c_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,48,7,25.00176059911355,-0.180417272,25.003215981462905,0.07452998995583826
7ae00681137b40f5bd7bef3823a82ee2,2fc3753772e241f2ab2cd16a784cc680,1535657115648632,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/7ae00681137b40f5bd7bef3823a82ee2_one_page.png,keep,decelerate,no,yes,yes,not_available,keep_vs_decelerate_confusion,The forward distance is greater than 1 meter and approx_delta_speed_mps is less than -1.,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,low,rule_boundary_sample,not_available,not_available,not_available,not_available,speed_threshold_boundary;insufficient_forward_displacement,keep_vs_decelerate_ambiguity,12,7,1.0294346082681272,-0.023958488,1.057035712556549,-1.087600437
7bf1cef0e253474e847ee4c2eb955901,d25718445d89453381c659b9c8734939,1542800381897652,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800381862460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/7bf1cef0e253474e847ee4c2eb955901_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,16,7,45.14897357017646,0.5963628670096988,45.15566299554236,-0.278101672
7df1288fed8a403b8e7a35112b392d7c,c5224b9b454b4ded9b5d2d2634bbda8a,1538448756547528,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/7df1288fed8a403b8e7a35112b392d7c_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,12,7,35.10255354408399,-0.697676772,35.11122593189798,0.10502624872176902
7fd597745c26471ab336b3dd41a5f6dc,c5224b9b454b4ded9b5d2d2634bbda8a,1538448750547877,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448750512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/7fd597745c26471ab336b3dd41a5f6dc_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,15,7,35.784284044898605,-0.24436052,35.78554577598096,0.20599911246290326
8366b5125ac945f3b93153cfa39f1677,2fc3753772e241f2ab2cd16a784cc680,1535657112648213,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/8366b5125ac945f3b93153cfa39f1677_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,14,7,6.960570338915054,-0.153027444,6.962677391657737,-1.4360316
8b6d496ed9d84469b75836ca1c56959f,2fc3753772e241f2ab2cd16a784cc680,1535657116148450,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657116112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/8b6d496ed9d84469b75836ca1c56959f_one_page.png,keep,stop,no,yes,yes,not_available,stop_vs_keep_confusion,The forward distance is less than 0.5 meters.,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,low,rule_boundary_sample,not_available,not_available,not_available,not_available,insufficient_forward_displacement,low_forward_displacement_speed_guard,13,7,0.48431042404359476,-0.011709045,0.5123994968448523,-0.634145323
91d9058720eb4c25a172236e14e11085,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385096900138,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096862404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/91d9058720eb4c25a172236e14e11085_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,48,7,24.968722090136175,-0.565083728,24.977563430830852,-0.695973778
96d915e8b7e44bacba3c78e76a924e5c,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385108951051,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385108912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/96d915e8b7e44bacba3c78e76a924e5c_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,46,7,26.47240420347725,0.17336076262279126,26.473941693389598,0.04525084238847299
9768a199e4884a0db50d015703efe969,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385097400558,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097362404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/9768a199e4884a0db50d015703efe969_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,48,7,24.740842690359845,-0.76849185,24.754650540036362,-0.284060312
9a0a16d628ae41d1ab25c9cdfc66d6a1,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385107953148,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385107912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/9a0a16d628ae41d1ab25c9cdfc66d6a1_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,45,7,26.311203011090186,0.04767366053765862,26.31226282327307,0.17522337048357528
9ecb1b79dbe140ca860efc4adebe854b,2fc3753772e241f2ab2cd16a784cc680,1535657122649085,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/9ecb1b79dbe140ca860efc4adebe854b_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,16,7,-1.43E-05,-0.000770217,0.0008253166948363954,-0.000202716
a51146d2b181450292623ec03ade9f03,c5224b9b454b4ded9b5d2d2634bbda8a,1538448746047898,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448746012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/a51146d2b181450292623ec03ade9f03_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,low,rule_boundary_sample,not_available,not_available,not_available,not_available,speed_threshold_boundary,keep_vs_decelerate_ambiguity,15,7,37.2734492621814,-0.198904085,37.274127778747534,-0.865229102
a5addc41b07842768a2183abdd01cff8,2fc3753772e241f2ab2cd16a784cc680,1535657121649287,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/a5addc41b07842768a2183abdd01cff8_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,16,7,2.1408185345668062e-05,-0.001046002,0.0010986782176826764,-0.000274988
a9def8f915cf4bfe9c74b864384ec6c7,2fc3753772e241f2ab2cd16a784cc680,1535657116649423,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657116612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/a9def8f915cf4bfe9c74b864384ec6c7_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,14,7,0.1659311482096049,-0.008260884,0.19459448974159685,-0.277065048
ac9af15d1aba4f5786877dde9f0b1c93,c5224b9b454b4ded9b5d2d2634bbda8a,1538448755047865,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448755012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/ac9af15d1aba4f5786877dde9f0b1c93_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,35.52323722697399,0.004242808280785937,35.52371037779342,-0.41952422
af8c2d8187aa463eab3cccbd6abc1573,2fc3753772e241f2ab2cd16a784cc680,1535657124148113,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/af8c2d8187aa463eab3cccbd6abc1573_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,14,7,-9.11E-05,-0.000488557,0.0005347564320367501,-0.000118383
b2e2ffeabf91451cb31a79649bfd95df,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385106952072,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106912404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/b2e2ffeabf91451cb31a79649bfd95df_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,55,7,25.469384341997348,-0.142509843,25.469968611463525,0.5046845519975793
b2f333255d574bebb6f170beaab6a824,c5224b9b454b4ded9b5d2d2634bbda8a,1538448753048377,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448753012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/b2f333255d574bebb6f170beaab6a824_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,12,7,36.087495312742156,-0.510622855,36.091179524088815,-0.005520991
b422bd971acf483592e367c2c5057a60,c5224b9b454b4ded9b5d2d2634bbda8a,1538448760548179,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448760512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/b422bd971acf483592e367c2c5057a60_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,7,7,36.24220003314202,-0.149070591,36.24261305869797,-0.092031589
ba2491f55619445e9d2e472f39f3b01b,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385105450180,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385105412404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/ba2491f55619445e9d2e472f39f3b01b_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,57,7,25.407894554152577,-0.353934055,25.410536023101223,0.13919744823112268
baaa60749cd04db7952fd8f4ef8ac837,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385100398781,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100362404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/baaa60749cd04db7952fd8f4ef8ac837_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,43,7,23.25971009811899,0.17563182860682813,23.263011048730416,-2.263088053
bad8a002637046178fe0f8216e5bc355,2fc3753772e241f2ab2cd16a784cc680,1535657123148366,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/bad8a002637046178fe0f8216e5bc355_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,16,7,5.1835898924649243e-05,-0.000661296,0.0007129787109028562,-0.00016845
bc0040070bcc4233a057bb293f5f6444,c5224b9b454b4ded9b5d2d2634bbda8a,1538448757548354,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448757512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/bc0040070bcc4233a057bb293f5f6444_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,11,7,35.48535479563359,-0.688987036,35.493122574460685,0.6170437948933198
be1494c7762c43ca88010f366997a586,c5224b9b454b4ded9b5d2d2634bbda8a,1538448760047738,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448760012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/be1494c7762c43ca88010f366997a586_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,9,7,36.34133399912955,-0.248704596,36.342251800492114,-0.235583043
c15f8261acfd4013a735798770fad71a,2fc3753772e241f2ab2cd16a784cc680,1535657120649535,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/c15f8261acfd4013a735798770fad71a_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,15,7,-0.000101668,-0.001426941,0.0014713543022524078,-0.00038865
c537fef0b4b241df92f44daa976fe5b3,2fc3753772e241f2ab2cd16a784cc680,1535657118649480,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657118612404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/c537fef0b4b241df92f44daa976fe5b3_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,14,7,-0.000121184,-0.002743924,0.0027756549693519943,-0.000756601
c9304cf98aad4ff0bb5b0cff0aab65d2,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385095449675,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095412404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/c9304cf98aad4ff0bb5b0cff0aab65d2_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,45,7,25.035862670614083,-0.052122021,25.036373674762597,0.08587348421602492
d68668cb98fe4be5a00f58b5ac8a0a7d,2fc3753772e241f2ab2cd16a784cc680,1535657119149935,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/d68668cb98fe4be5a00f58b5ac8a0a7d_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,14,7,-0.000158533,-0.002313351,0.0023497636473135573,-0.000632691
d6b0de49811b4d1b86a0933719c0c44a,c5224b9b454b4ded9b5d2d2634bbda8a,1538448745047596,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/d6b0de49811b4d1b86a0933719c0c44a_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,16,7,38.03871069433323,-0.576341063,38.04320789354834,-0.658644776
d7387fb5a21d40a990a5842cca61af1c,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385100898103,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100862404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/d7387fb5a21d40a990a5842cca61af1c_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,41,7,22.22711342154359,0.3452700246037478,22.23354047510905,-2.406998561
dca2cc206bb34bc197ae8ebdaed22f35,c5224b9b454b4ded9b5d2d2634bbda8a,1538448747547529,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/dca2cc206bb34bc197ae8ebdaed22f35_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,14,7,36.08861753463476,-0.048344243,36.08883662348893,-0.418937546
dd8d85a47000418e849e4cb2f2a3f45f,2fc3753772e241f2ab2cd16a784cc680,1535657120149686,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/dd8d85a47000418e849e4cb2f2a3f45f_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,stop_threshold_candidate,14,7,-0.000105788,-0.001670937,0.0017134266234698457,-0.000427589
e122a34ec57c4edf8311b40c3f85f863,2fc3753772e241f2ab2cd16a784cc680,1535657112148325,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/e122a34ec57c4edf8311b40c3f85f863_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,13,7,7.878536209227779,-0.164143371,7.880416729843644,-1.499479412
e3bcde4a06124931a097ef2a211aaaef,2fc3753772e241f2ab2cd16a784cc680,1535657125148970,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125112404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/e3bcde4a06124931a097ef2a211aaaef_one_page.png,stop,stop,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,rule_boundary_sample,not_available,not_available,not_available,not_available,all_zero_trajectory,none,16,7,-7.08E-05,-0.000361206,0.00040336495959600733,-9.34E-05
e6b0b282aa174a978272dc2d0a89d560,de7d80a1f5fb4c3e82ce8a4f213b450a,1542800847948119,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800847912460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/e6b0b282aa174a978272dc2d0a89d560_one_page.png,keep,accelerate,no,yes,yes,not_available,keep_vs_accelerate_confusion,approx_delta_speed_mps is greater than +1,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,low,rule_boundary_sample,not_available,not_available,not_available,not_available,insufficient_forward_displacement,keep_vs_accelerate_ambiguity,51,7,2.5465279202146363,-0.029450612,2.546760692079639,1.854919082888664
ebce5a3b3484446580028d6538e69a81,2fc3753772e241f2ab2cd16a784cc680,1535657110200261,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657110162404.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/ebce5a3b3484446580028d6538e69a81_one_page.png,decelerate,decelerate,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,medium,rule_boundary_sample,not_available,not_available,not_available,not_available,,trajectory_speed_proxy_only,12,7,11.304936542013438,-0.718681884,11.332993923088733,-1.688045407
f1fd429830e3437db4ba03ba851f0015,c5224b9b454b4ded9b5d2d2634bbda8a,1538448756050426,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756012460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/f1fd429830e3437db4ba03ba851f0015_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,12,7,35.121483622381305,-0.334173063,35.12443612319491,-0.294311953
f218a2b4fa6941f7ac3798adc72126e8,c5224b9b454b4ded9b5d2d2634bbda8a,1538448749547584,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749512460.jpg,data/outputs/phase_1_7_manual_audit_mini/visualizations/f218a2b4fa6941f7ac3798adc72126e8_one_page.png,keep,keep,yes,yes,yes,not_available,none,none,phase-1.6-meta-action-v0.1,not_available,phase-1.7-mini-audit,high,coverage_fill_sample,not_available,not_available,not_available,not_available,,none,15,7,35.6958658746515,-0.442631104,35.6993099114496,0.11045728692036327
