source_audit,sample_token,scene_token,timestamp,cam_front_path,historical_derived_action,reviewed_action,frozen_action,action_match,label_rule_version,action_confidence,boundary_flags,uncertainty_reason,trajectory_points,trajectory_last_t_sec,trajectory_complete,nearby_agent_count,nearby_vru_count,has_vru,cam_front_exists
base,d68668cb98fe4be5a00f58b5ac8a0a7d,2fc3753772e241f2ab2cd16a784cc680,1535657119149935,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119112404.jpg,stop,stop,stop,yes,phase-1.6-meta-action-v0.2,medium,,stop_threshold_candidate,7,2.999242,yes,14,3,yes,yes
base,d6b0de49811b4d1b86a0933719c0c44a,c5224b9b454b4ded9b5d2d2634bbda8a,1538448745047596,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448745012460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.999791,yes,16,7,yes,yes
base,d7387fb5a21d40a990a5842cca61af1c,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385100898103,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100862404.jpg,decelerate,decelerate,decelerate,yes,phase-1.6-meta-action-v0.2,medium,,trajectory_speed_proxy_only,7,3.050218,yes,41,3,yes,yes
base,dca2cc206bb34bc197ae8ebdaed22f35,c5224b9b454b4ded9b5d2d2634bbda8a,1538448747547529,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747512460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.000348,yes,14,8,yes,yes
base,dd8d85a47000418e849e4cb2f2a3f45f,2fc3753772e241f2ab2cd16a784cc680,1535657120149686,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120112404.jpg,stop,stop,stop,yes,phase-1.6-meta-action-v0.2,medium,,stop_threshold_candidate,7,2.99868,yes,14,3,yes,yes
base,e122a34ec57c4edf8311b40c3f85f863,2fc3753772e241f2ab2cd16a784cc680,1535657112148325,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112112404.jpg,decelerate,decelerate,decelerate,yes,phase-1.6-meta-action-v0.2,medium,,trajectory_speed_proxy_only,7,2.999806,yes,13,0,no,yes
base,e3bcde4a06124931a097ef2a211aaaef,2fc3753772e241f2ab2cd16a784cc680,1535657125148970,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125112404.jpg,stop,stop,stop,yes,phase-1.6-meta-action-v0.2,high,all_zero_trajectory,none,7,3.00094,yes,16,3,yes,yes
base,e6b0b282aa174a978272dc2d0a89d560,de7d80a1f5fb4c3e82ce8a4f213b450a,1542800847948119,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800847912460.jpg,keep,accelerate,accelerate,yes,phase-1.6-meta-action-v0.2,medium,insufficient_forward_displacement,trajectory_speed_proxy_only,7,2.999259,yes,51,40,yes,yes
base,ebce5a3b3484446580028d6538e69a81,2fc3753772e241f2ab2cd16a784cc680,1535657110200261,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657110162404.jpg,decelerate,decelerate,decelerate,yes,phase-1.6-meta-action-v0.2,medium,,trajectory_speed_proxy_only,7,2.948371,yes,12,0,no,yes
base,f1fd429830e3437db4ba03ba851f0015,c5224b9b454b4ded9b5d2d2634bbda8a,1538448756050426,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448756012460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.997007,yes,12,2,yes,yes
base,f218a2b4fa6941f7ac3798adc72126e8,c5224b9b454b4ded9b5d2d2634bbda8a,1538448749547584,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448749512460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.001456,yes,15,8,yes,yes
base,f4163d8adea94bcf892e005d5d2937a8,2fc3753772e241f2ab2cd16a784cc680,1535657111649009,samples/CAM_FRONT/n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657111612404.jpg,decelerate,decelerate,decelerate,yes,phase-1.6-meta-action-v0.2,medium,,trajectory_speed_proxy_only,7,2.999252,yes,13,0,no,yes
base,f6ef25ab02c0483b9df411ed84873f41,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385098400887,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098362404.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.997122,yes,45,3,yes,yes
base,fa51f1910942494cbe396640010fea64,c5224b9b454b4ded9b5d2d2634bbda8a,1538448761048087,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448761012460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.999227,yes,6,0,no,yes
base,fe2a163b8948451b95fa48e21e1988ce,c5224b9b454b4ded9b5d2d2634bbda8a,1538448748547277,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448748512460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.000901,yes,16,8,yes,yes
base,fe42b85d7f7a4107b650ffa993a4fbff,c5224b9b454b4ded9b5d2d2634bbda8a,1538448748047387,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448748012460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.000913,yes,13,7,yes,yes
base,feaef544d11646ed806b53d9e1f39cd9,c5224b9b454b4ded9b5d2d2634bbda8a,1538448747047643,samples/CAM_FRONT/n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448747012460.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.99982,yes,16,8,yes,yes
base,ff007cb7b78443e6887401d694f0d369,bebf5f5b2a674631ab5c88fd1aa9e87a,1535385106451625,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106412404.jpg,keep,keep,keep,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.948993,yes,60,5,yes,yes
supplement,023c4df2d451409881d8e6ea82f14704,cc8c0bf57f984915a77078b10eb33198,1532402932647284,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932612460.jpg,left_lateral,left_lateral,left_lateral,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.050661,yes,104,36,yes,yes
supplement,056becbc0d5a46da8d59eebddedb47bb,de7d80a1f5fb4c3e82ce8a4f213b450a,1542800856450419,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800856412460.jpg,left_lateral,left_lateral,left_lateral,yes,phase-1.6-meta-action-v0.2,high,lateral_threshold_boundary,none,7,3.001576,yes,62,44,yes,yes
supplement,07175443e8444b8c8c4802fd004e33c1,de7d80a1f5fb4c3e82ce8a4f213b450a,1542800855949460,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800855912460.jpg,left_lateral,left_lateral,left_lateral,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.949463,yes,65,46,yes,yes
supplement,07c29094cb6144aa889c16c52f762d79,de7d80a1f5fb4c3e82ce8a4f213b450a,1542800851947705,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800851912460.jpg,left_lateral,left_lateral,left_lateral,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.000328,yes,62,47,yes,yes
supplement,048a45dd2cf54aa5808d8ccc85731d44,325cef682f064c55a255f2625c533b75,1538984238447571,samples/CAM_FRONT/n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984238412460.jpg,right_lateral,right_lateral,right_lateral,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.000388,yes,66,31,yes,yes
supplement,05e993bd780241aabaa30dd2a0473286,d25718445d89453381c659b9c8734939,1542800384947787,samples/CAM_FRONT/n015-2018-11-21-19-38-26+0800__CAM_FRONT__1542800384912460.jpg,right_lateral,right_lateral,right_lateral,yes,phase-1.6-meta-action-v0.2,high,lateral_threshold_boundary,none,7,2.950036,yes,21,0,no,yes
supplement,372725a4b00e49c78d6d0b1c4a38b6e0,325cef682f064c55a255f2625c533b75,1538984239448435,samples/CAM_FRONT/n015-2018-10-08-15-36-50+0800__CAM_FRONT__1538984239412460.jpg,right_lateral,right_lateral,right_lateral,yes,phase-1.6-meta-action-v0.2,high,,none,7,2.999295,yes,64,29,yes,yes
supplement,3950bd41f74548429c0f7700ff3d8269,fcbccedd61424f1b85dcbf8f897f9754,1533151604048025,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604012404.jpg,right_lateral,right_lateral,right_lateral,yes,phase-1.6-meta-action-v0.2,high,,none,7,3.000908,yes,25,21,yes,yes
